gene_symbol	associated_genes
TYMS	 LPXN,  TK1,  CCL3,  SMC4,  DUS2L,  MCM4,  MCM2,  CCNL1,  OAS2,  PTTG1,  CCNB1,  CD48,  ISG20L2,  DOT1L,  HLA-DQA1,  PIM2,  EBI3,  TACC3,  IRF4,  SLAMF7,  RCC1,  CKS2,  OAS1,  FEN1,  CCNB2,  FCER2,  DUSP2,  NFKBIE,  PAOX
TMEM8B	 LMAN2L,  ZNF251,  XPA,  ZNF444,  INPP5F,  HEXA,  CELF6,  TJAP1,  ZNF512,  ZMYM3,  USP20,  L3MBTL2,  MAP3K7IP1,  OCRL,  KIDINS220,  ZNF414,  TAB1,  BRUNOL6,  GPN1
CFP	 LILRB2,  AMICA1,  CD300A,  FFAR2,  LILRA6,  ARHGAP9,  CYTH4,  BIN2,  APOBEC3A,  LILRB3,  LILRA2,  HSPA6,  PROK2,  LRRC25,  RNASE2,  TNFRSF10C,  IGSF6,  FGD3,  PRF1,  GNLY,  S1PR4,  IL18RAP,  LST1
PTPN1	 LGTN,  LAT,  ARAF,  ARHGAP17,  YME1L1,  DHX38,  DYNLT1,  HIAT1,  EIF2D,  TIAL1,  BUB3,  NECAP2,  NSUN2,  POLR2G,  HTRA2,  FTSJ3,  SNX2,  SNRPE,  MED15,  SART1,  RIC8A,  SPNS1,  XRN2,  LSM2
RPAIN	 LEMD3,  PEX1,  PPOX,  EP400,  NCBP1,  BPTF,  MED6,  ZNF205,  ZNF3,  POM121C,  PPHLN1,  PEX2,  MAP3K7,  RPL21,  ZMYM4,  WDR33
CCR4	 KLRK1,  CHIT1,  ICOS,  FASLG,  ZNF80,  TRAT1,  AQP10,  TRA@,  S100Z,  DTHD1
ADARB2	 KLRC2,  DACH2,  CSMD1,  ZFP57,  GPR85,  GRM7,  TMEFF1,  CSMD2,  RGR,  CDH8,  LRRTM4,  DBX2,  SOX1,  KCNK10,  OR2L13,  RAB11FIP4
EXOC3	 KDM3B,  TRAPPC3,  PCM1,  MBD1,  PPP1R10,  MAP2K7,  KAT5,  CDK11B,  EIF2B5,  CDK11A,  EDC4,  GGNBP2,  USP19
MKX	 KCNT2,  B3GNT9,  PCDHGA5,  LDLRAD2,  RPS6KA6,  PCDHB11,  HDX,  HDAC7,  PCDHB10,  PABPC5,  PCDHB12,  CASP12,  OPN1SW,  HDAC9,  P4HA3,  STXBP4,  PCDHB9,  NBL1,  PCDHGA4,  SEMA3E,  METTL24
HGF	 KCNMB3,  GLIS3,  PHACTR2,  B3GNT9,  FPR3,  ZNF366,  KCNMB2,  RASSF9,  CCDC102B,  NBEAL1,  RMND5A,  STXBP4,  BTN2A3,  TLR3
ACTN1	 ITGA5,  COL4A2,  VCL,  ITGB1,  SORBS1,  PDLIM7,  SMTN,  RRAS,  MYLK,  TGFB1I1,  PPP1R14A,  TLN1,  CLIC4,  ILK,  KANK2,  TNS1,  PALLD
PBX2	 ILF3,  MSL1,  E2F4,  CPSF7,  ACIN1,  RBCK1,  CSNK1D,  MFSD10,  RGL2,  SRSF7,  NXF1,  RXRB,  NKTR,  POLDIP3,  SFRS7,  TRA2A
GAS8	 IFT172,  BRF1,  RABL4,  HKR1,  ABCB8,  BBS4,  RABL2B,  SIRT3,  ANKS3,  FIZ1
MSC	 IFIH1,  MTHFD1L,  SMC4,  HAPLN3,  NCOA3,  TRAF1,  FUT11,  NUP37,  MCM2,  CCNL1,  PTGIR,  OAS2,  RAC3,  SNX25,  ADPRH,  TRAM1,  PIK3CA,  PTPRG,  RGS3,  OAS3,  ADA,  CLEC2D,  ENTPD1,  SH3RF3,  EIF2AK2,  EXT1
PLXDC1	 HSD17B1,  PCDHB14,  RPS6KA5,  RBM28,  ZNF14,  PGBD1,  GNPDA2,  PPHLN1,  RILP,  AP3M1,  ZNF471,  ZNF529,  ZNF554,  PCDHB15,  PRICKLE1,  ZNF510,  ZNF462,  CYP2U1,  KLHDC1,  B3GALTL,  OPHN1,  ZNF595,  PCDHGB7,  ZC3H6,  BRCA1,  FGD1,  METAP1D
AURKA	 HMMR,  RAD51AP1,  BUB1B,  FOXM1,  KIFC1,  MPP2,  NUF2,  KIF11,  GINS2,  NCAPH,  CDC45L,  ORC6,  TROAP,  POC1A,  CAPG,  FANCA,  CDC45,  PLK4,  MAD2L1,  FANCD2,  PIF1,  CDT1,  NCAPG,  CDC6,  ORC6L
PSMB9	 HLA-DMA,  IL10RB,  ARHGAP4,  TYK2,  ARHGAP17,  HLA-DPB1,  MYD88,  HLA-F,  ARAP1,  MX1,  SIPA1,  TAP1,  TRIM22,  BAX,  PSMB10,  PTPN6,  IFI35,  MAN2B1,  CCND3,  OR56B1,  MOB3A,  STAT1,  HLA-DMB,  CSK
BBS4	 HKR1,  RG9MTD3,  THAP3,  TRMT10B,  SMG6,  SIRT1,  C17orf101,  ANKS3,  MTOR,  GGPS1,  AGPAT1,  ZNF777,  SNUPN,  USP40,  PTPN9,  ZMYM4
GHRL	 HIST1H4J,  HIST1H4F,  PDILT,  SULT1A3,  HIST1H4H,  APBA3,  HIST1H4I,  SULT1A4,  WDR92,  GPR89C,  GPR89B,  HIST1H4B,  NUPL2,  TRIM50,  HIST1H4L,  SLC9A4,  EGLN2,  HIST1H4K,  HIST1H4A,  MCART6,  NAIP,  ZNF410,  HIST1H4C,  HIST4H4,  VSIG1,  SLC25A53,  GPR89A,  AGAP9,  HIST1H4D,  HIST2H4A,  FAM18B2,  HIST1H4E,  CHIA
PPIAL4G	 HIST1H4J,  HIST1H4F,  EYS,  IMPG2,  HIST1H4H,  PDPK1,  RGPD5,  HIST1H4I,  ASB3,  GPR89C,  SCLY,  GPR113,  MUTED,  HIST1H4B,  HIST1H4L,  PCDHA4,  HIST1H4K,  HIST1H4A,  GCNT7,  IMPG1,  EPX,  BAZ2B,  EPO,  HIST1H4C,  ARL17A,  SPIN2A,  PPIAL4A,  HIST4H4,  HIST1H4D,  SGK3,  HIST2H4A,  HIST1H4E,  TAL2,  RRH,  RBFOX1
ZNF48	 HEATR6,  ZNF37A,  SPIN2B,  POLR3A,  NRF1,  ZNF605,  UBOX5,  GNPDA2,  SUGT1,  UBE2W,  RRP8,  ZNF174,  OTUD3,  RALGAPA1,  ZNF775,  ZNF517,  ATXN1
FTCD	 HAO1,  SERPINA11,  ACSM2A,  HPR,  PIPOX,  SERPINA10,  RDH16,  UGT2B11,  C8G,  GLYATL1,  C4BPB,  HGFAC,  HAO2,  BAAT,  SERPINA6,  SLC25A47,  ACSM2B,  F9,  AFM,  IGFBP1,  PLG,  C14orf68,  PAH,  CFHR2,  CYP2D6,  G6PC,  APOA5,  SLC13A5,  TDO2,  BHMT,  APOF,  C8B,  DPYS,  C8A,  SERPIND1,  CYP4A11,  UGT2B4,  PROC,  PON1,  ITIH2,  AKR1C4,  CYP8B1
DNM2	 H2AFY,  MED15,  PSMD9,  COASY,  CLPTM1L,  SLC35A4,  PLEKHJ1,  STX10,  GPR108,  GAK,  NCSTN,  SCAMP2,  CRTC2,  DAP3,  RNF126,  SLTM,  DDX23,  SCAMP3,  MET
CSH2	 H2AFB3,  SULT6B1,  TSPY3,  OR14J1,  MOS,  H2AFB2,  PDE11A,  OR4M1,  CSH1,  SSX2,  TSPY1,  OR8B2,  TBC1D3H,  DCAF8L1,  MAGEB18,  TBC1D3G,  CIB3,  ZNF705G,  MAGEB5,  MAGEA10,  OR8D1
NME8	 H2AFB3,  SSX1,  USP50,  ADAM18,  SLC25A2,  H2AFB2,  TPTE2,  FKBP6,  CLEC12B,  MAK,  PLSCR2,  CTAG2,  ZNF560,  ARL13A,  DNAH8,  TBC1D29,  XKR3,  HBZ,  LRRIQ3,  NEK5,  TDRD1,  TXNDC3
DOK1	 GYPE,  GDF2,  GABRR2,  HTRA4,  NPR3,  AKR1CL1,  TCEA2,  XCL1,  PABPC4L,  S100A5,  MMP23B,  PTGDS,  NUGGC,  FASLG,  LBX2,  CRYBB1,  IGF2AS,  TRAT1,  MMP23A,  CD160,  PZP,  IL27,  CABP4,  ART4,  HLA-DMB,  HDX
DRD5	 GPR45,  PRDM12,  CNTN5,  INSM2,  OR14I1,  AGBL4,  DCX,  VAX1,  SLIT1,  CNGB1,  KCNH5,  GLRA3,  PCDH11Y,  PDE6H,  VWC2L,  CNTNAP5,  FREM3,  DRGX,  SP9,  MC4R,  HTR1A,  HTR3B
MS4A1	 GPR15,  CCL3,  CD79B,  MAP4K1,  CD79A,  POU2AF1,  IGHG1,  SLAMF1,  CCL22,  CD48,  CD22,  CD27,  FAIM3,  IGHD,  EBI3,  CCR7,  IRF4,  SLAMF7,  CD19,  TCL1A,  LTA,  MAG,  BLK,  CD70,  CD52,  FCER2
GPR6	 GPR149,  PNPLA5,  INSM2,  GPR52,  ANKRD63,  GPR101,  HS3ST5,  HTR6,  DCX,  KCNH4,  HTR1D,  SLIT1,  DRD1,  HTR2C,  KCNA4,  PRB2,  DMRTC1,  BPIFB4,  GABRA4,  OTOF,  POU3F4,  GHSR,  GABRB1,  NAT16,  MC4R,  OPRK1
GOLGA6L10	 GOLGA6L9,  EYS,  MTAP,  GCNT7,  BAZ2B,  HRNR
ADPRH	 GNL3L,  C14orf106,  WBSCR16,  ZNF449,  NFATC1,  TAF8,  LIMD1,  DDX60,  IL27RA,  BTN2A2,  ZNF267,  ENTPD1,  VRK2,  ING3,  CHUK,  NEURL2
HSF2BP	 GLIPR1L1,  KDM4D,  TULP2,  TEKT3,  TEKT5,  SMC1B,  EFCAB6,  TAF7L,  ADAM32,  PABPC3,  LRRC71,  CNTD1,  VWA3B,  TEX14,  AKAP14,  ODF3L1,  C2orf16,  RIBC2
MAP1A	 FXYD7,  SLC6A1,  NAP1L5,  PRKAR1B,  NPTXR,  SCAMP5,  CORO2B,  PRKACB,  SULT4A1,  GRIN1,  ASPHD1,  SV2A,  LRRC4B,  SEPT3,  BCAN,  NAPB,  GNAO1,  BRSK1,  MAP2,  REEP2,  NAT8L,  SERPINI1,  NAP1L3,  NEFM,  TCEAL7,  ARNT2
DOCK1	 FN3KRP,  C19orf2,  SEC31A,  MRPS14,  TBL1XR1,  GRAMD3,  KIDINS220,  RASSF4,  URI1,  DHX40,  KDSR,  ARMC10,  STXBP3,  RAB3GAP1,  PPIL4,  NAB1,  SNX30,  FUBP3,  SEC24B,  SP3,  RIN2,  MED13L,  PLRG1,  SNX33,  GPR107,  TNKS2,  PTPN9,  SPTLC1
TSN	 FN3KRP,  C19orf2,  HNRNPR,  TSNAX,  URI1,  ASNSD1,  SURF6,  CEBPZ,  UBE2K,  XPO7,  SF3A3,  RBM8A,  CRBN,  ENY2,  DDX19A,  GPKOW,  PLRG1,  NAE1,  NUDT2,  SLC4A1AP,  CSNK2A1
LRRC10	 FGF23,  GHRH,  OR14A16,  GJA3,  OR6C2,  OR10P1,  SSX4,  PRLH,  METTL11B,  OR13C3,  TRIM51,  MAGEA9,  SSX4B,  TRIM43,  UNC45B,  ASB15,  SSX9,  CCDC141,  PSD3,  HNRNPCL1,  SPRYD5,  SP1,  KRTAP8-1,  OR56A3,  OR51A7,  RNF6,  OR6C68
HLA-DQA2	 FCRLA,  CD274,  CLEC17A,  TNFRSF17,  PAX5,  ITGA4,  CD86,  FCRL1,  LY75,  CD226,  STAP1,  P2RY8,  TNFRSF8,  CD80,  IL21R,  TLR10,  SPN,  P2RY10,  C17orf87,  SIT1,  MCOLN2,  CRLF2,  WDFY4,  TNF
TOR1A	 FBXW2,  TMX3,  UBR2,  USP8,  MKLN1,  CARS,  ZNF592,  PRDM4,  TANK,  IFNAR1,  TRAF2,  SCYL2,  FBXO38,  DNTTIP2,  PSMD5,  KPNA1,  SSR1,  DUSP12,  ATG5
ARNTL	 FBXW2,  RPAIN,  UBR2,  PEX1,  TRIP4,  NFAT5,  ZNF592,  ZFYVE1,  CDK13,  TBC1D15,  AKAP10,  NFX1,  WDR33,  POM121C,  ZXDC,  ZNF317,  INO80,  EIF2C4,  GATAD2B
TRIP4	 FBXW2,  NFAT5,  ECD,  CDK13,  ARFGEF1,  EIF3C,  ZNF317,  DHX8,  SCYL2,  FBXO38,  ARFIP1,  DNTTIP2,  UBR2,  RALGAPB,  AKAP10,  EIF3CL
MARK4	 FAF1,  SAP130,  RHOT1,  SENP2,  ATMIN,  SIK3,  COX11,  UBE2O,  TRAPPC12,  SMG6,  RB1CC1,  BTBD10,  PNPLA8,  SUGP1,  RPUSD3,  SF4,  SNX27
CHRFAM7A	 EYS,  UTS2D,  BAZ2B,  RGPD5,  MPL
SPTLC2	 EXOC2,  TBC1D22A,  PEX2,  VHL,  RNF135,  SLC35A2,  ACAP2,  TXNDC9,  PSEN1,  PDCL,  TBC1D5,  SYNRG,  OSBPL8,  RASA2,  GLA,  MUDENG,  RIT1,  IRAK4,  TTC13,  SARM1,  DNAJC17
PYROXD2	 EXD3,  ZSCAN21,  TBCEL,  C2orf3,  MED17,  NARG2,  ZZZ3,  ZNF280D,  GCFC2,  ZNF75D,  RAD52,  ZNF140,  ZNF673,  ZNF354B,  SNX13,  MLH3,  HELQ,  ELMOD2,  KRBOX4,  ZNF254
ZNF428	 ERI3,  HMX3,  MED29,  RAB11FIP3,  ZCCHC17,  CYHR1,  TNPO2,  NT5C3B,  IP6K1,  TMEM42,  AMZ2,  TMEM9,  MAGEH1,  ATP6V1H,  EHMT2,  DNM1L,  PELP1,  HSPBP1,  HDHD2
C16orf54	 EMR2,  LILRA6,  DPEP2,  GZMH,  LILRB3,  TLR8,  MMP8,  FUT7,  LILRA2,  DEFA4,  TAGAP,  MEFV,  HBG2,  GZMM,  ZBP1,  LILRA4,  CR1,  CLEC12A,  CD300E,  CD300LF,  GZMB,  TBX21,  CEACAM3,  HBG1,  LILRA5,  LILRA1,  CD247,  LILRA3,  LY9,  CAMP
MRPS7	 EIF4E2,  MRPL13,  MRPL46,  BRIP1,  DPH2,  RPUSD3,  PHKB,  GFM1,  MRPS18C,  LSM3,  PDHX,  TMEM14B,  PSMA5,  MTIF2,  MRPS22,  RTCA,  SCO1,  PDX1,  MRPL35,  SUPV3L1,  RTCD1,  MRPL36,  DNAJC11,  NDUFAF1,  DET1,  C9orf123,  CLPX,  TARS2,  PSMD12,  OPA1,  TIMM23
KRT2	 DSP,  DCD,  DSC1,  KLK5,  SLURP1,  CST6,  COL17A1,  LY6G6C,  CALML5,  KRT80,  WFDC5,  SCGB1D2,  KPRP,  SPRR2G,  LCE1C,  KRT77,  MUCL1,  DMKN,  LGALS7,  CASP14,  C1orf68,  DSC3,  FLG,  LCE2C,  LCE2B,  FLG2,  LCE1B,  DSG1,  ASPRV1,  PKP1,  LCE1A,  CDSN,  SPRR2E,  SERPINA12,  LOR
GBA2	 DPM3,  IDH3G,  NAA10,  KLHDC2,  RBM10,  GNA11,  SURF1,  VPS39,  MRPL20,  RXRB,  SGTA,  PPP5C,  GLYR1,  TMED4,  C1orf63,  SUPT7L,  PARL,  ATG4B,  MRPS5,  SUPT6H,  PARP6
TMEM182	 DOK7,  PPP1R3A,  LRRC10,  PXDNL,  ASB15,  PRSS50,  PRSS45,  SCN5A,  CHRNA10,  ALPK2,  TRIM55,  BCO2,  MYLK3,  CORIN
CKMT1B	 DIRAS2,  FAT2,  ZIC1,  GABRA6,  GRIN2C,  SLC8A2,  SYT4,  NEUROD2,  CKMT1A,  TIAM1,  CA10,  GALNT9,  CACNA1A,  GRM4,  PKIB,  NEUROD1,  SCN2A,  ADAM11,  ZIC2,  SLC6A7
GTPBP8	 DIABLO,  ZNF79,  ZNF383,  LYRM2,  THAP6,  TTC4,  ZCCHC4,  METTL25,  IPP,  TMLHE,  TRIM39,  NR2C2,  RPP14,  KIAA2018,  PYROXD1,  ALKBH8,  VTI1A,  NUBPL,  KIN
ZBTB9	 DIABLO,  CSNK1G1,  ZNF184,  COG6,  MOCS3,  LMLN,  ZNF544,  ZBTB6,  ZNF707,  ZNF525,  C7orf38,  PTRH2,  ZKSCAN5,  ZNF236,  TMEM68,  NUFIP1,  FAM200A
JAGN1	 DERL1,  ITPA,  LGTN,  AATF,  PPCS,  PWP1,  EIF2D,  ABHD14B,  TBRG1,  NOA1,  PES1,  AIMP1,  MRPS2,  SS18,  TIMM9,  MRPL45,  PCBP4,  OSBP,  DPAGT1,  DDX18,  ZC2HC1B,  DHX15,  PHF5A
LYZ	 DEFA1B,  CSF3R,  VNN2,  RAC2,  MNDA,  SLPI,  PIP,  ITGB2,  FPR1,  CRISP3,  CST7,  GPSM3,  FCGR2A,  FCER1G,  FCN1,  S100A12,  SPI1,  TCN1,  HCK,  FCGR3B,  SLC11A1,  ALOX5AP,  DEFA1,  TYROBP,  CXCR4,  CXCR1,  NCF4,  CD53,  HCLS1,  C4orf7,  ARRB2,  BPIFB2,  SELL,  NCF2,  FGR
SMARCB1	 DDX56,  CAPRIN1,  ERCC3,  CDC16,  CBX3,  ALG2,  ZC3H15,  BUB3,  KDM1A,  DDX21,  ALYREF,  NOP56,  VPS52,  MMS19,  PDCD6,  UBE2Q1,  NOP58,  DDX41,  RBBP4,  ERAL1,  LSM2,  DHX9,  GPBP1
CLDN2	 DDC,  SLC28A1,  PKLR,  SLC12A1,  SLC3A1,  ATP6V0D2,  TMEM82,  SLC47A2,  CRYAA,  SLC12A3,  SLC23A1,  AGMAT,  PAX2,  PDZK1,  SLC17A1,  SLC22A11,  A1CF,  SLC5A12,  PLA2G12B,  KCNJ1,  ACY3,  REN,  GBA3,  TMEM27
EIF2S1	 DCTN5,  ELAVL1,  PRPF40A,  FCF1,  AP3M1,  SHOC2,  DEDD,  PSMA1,  RNF20,  EIF2A,  OXSR1,  USP14,  C16orf63,  USP9X,  HAT1,  TIMM22,  TNPO3,  RRP9,  CLPX,  GPATCH4,  MRPL11,  OSR1,  SKIV2L2,  RANBP2,  PARN
RUNX1	 DCLRE1C,  RPL32,  TNFRSF10A,  ZNF552,  CDS1,  PPP4R1L,  MCM9,  SP100,  OGFRL1,  IPMK,  FRMD4A,  RUNX2,  RAPH1,  VTI1A,  APOL4,  CTSB,  ALG6,  HFE,  CHEK2
GCKR	 CYP2B6,  SLC10A1,  SPP2,  NR1I3,  F11,  SLC22A7,  CCL16,  UROC1,  CYP1A2,  SERPINA7,  IGFALS,  F7,  CFHR1,  MBL2,  PROZ,  AMDHD1,  SLCO1B1,  ADH6,  CYP4A22,  CFHR3,  ALDH8A1,  UGT2B10,  CYP4F2,  PRODH2,  CPN2,  INHBE,  TM4SF4,  ABCG5,  LST1
SPATA16	 CYLC2,  RBMXL2,  TNP2,  TPTE,  LYZL1,  C12orf50,  ZPBP,  ROPN1,  LYZL4,  SPPL2C,  COX7B2,  PPP3R2,  TTC29,  DNAJB8,  GOLGA6L2
DMC1	 CYB561,  MADD,  GGT7,  NOXA1,  BTBD3,  MAPK11,  NUDT14,  RGS11,  THTPA,  CLSTN3,  CLASP2,  LPHN1,  CMTM4,  SEC11C,  PPAPDC1B,  HPCAL1,  PPP2R5B,  C17orf28,  CRTC1,  TRIM2
GCK	 CUL9,  HTT,  PRPSAP2,  RUNDC1,  VHL,  MSL3,  HERC1,  FIG4,  CYLD,  UNC119,  FBXL20,  MAP4K2,  TAOK3,  AGK,  RPUSD1,  CHFR,  SENP5,  ZCCHC3,  TLK1,  FRG1B,  SNX11
PAK2	 CTCF,  MED1,  FRG1,  MAGOH,  USP10,  NUMB,  DDX6,  MBD4,  SF3A3,  POLG,  PATL1,  USP39,  TCEA1,  ENY2,  SNAP23,  ZMAT5,  EMG1,  IWS1,  RAP1B,  RAB35,  PLRG1,  RBPJ,  VAMP7,  GNA13
AKAP8	 CTCF,  ARID1A,  EIF2B1,  TPRA1,  BRD4,  PRPF3,  EP300,  SURF6,  ZNF207,  SFRS12,  ZFPL1,  SF3A3,  POLG,  PPWD1,  HARS2,  MAML1,  FBXO18,  SREK1,  CCAR1,  SFRS15,  ANAPC4,  DDX46,  RUFY1
HIST1H2AE	 CT45A4,  CLEC9A,  H2AFB3,  SULT6B1,  TSPY3,  OR14J1,  H2AFB2,  PDE11A,  OR4M1,  TPTE2,  OR2J2,  SSX5,  SSX2,  HIST1H2BB,  TSPY1,  RBMY1A1,  OR8B2,  OR4N2,  TBC1D3H,  DCAF8L1,  RBMY1D,  HIST1H2AB,  MAGEB18,  TBC1D3G,  MAGEA12,  CIB3,  ZNF705G,  RBMY1B,  OR8D1,  TSPY4
SIX6	 CSH2,  GPR144,  OR10G3,  GPR50,  GNRHR,  RAX2,  CGB8,  CGB5,  MYL10,  PRLHR,  AVPR1B,  DHX40,  MC3R,  CSH1,  HTN3,  TPH2,  CLDN25,  MMP13,  CNGA3,  CFC1B,  GH2,  MBD3L3,  KRT40,  CGB7,  BPIFB4,  ARHGAP18,  CFC1,  CGB,  TRHR,  C2CD4A,  INSM1,  GHSR,  OR13C2,  GJB7,  C6orf191,  T,  NEUROD4,  IBSP,  CSHL1,  PROP1
RLBP1	 CRB2,  CDH9,  NRG3,  TMEM132D,  KCNK4,  KCNV1,  DLGAP2,  GABRA2,  ACBD7,  GRM5,  CDH8,  SNTG1,  ZMAT4,  DCLRE1C,  DSCAM,  DGKB,  EPHX4,  GABRA4,  FRMPD4,  GRIN2B,  LRRC7,  LRRTM3,  DLL3,  LRRTM1,  SORCS3,  FAM19A1,  NETO1,  GPC5
NRG2	 COG1,  ZNF568,  VSIG8,  C1orf204,  ALG1L,  ZNF484,  ZNF382,  ZNF781,  DRD4,  ZNF547,  GUCA1B,  SSTR2,  PCDHGA9,  ACVR2B,  WFIKKN1,  ZNF835,  AMY2B,  ZNF391,  ZNF793,  TAS2R5
PSD	 CNIH2,  MAP1A,  SCG3,  REEP2,  CAMKV,  RAPGEF4,  MLC1,  FXYD7,  BCAN,  CHN1,  SEPT3,  GNAO1,  BRSK1,  AGXT2L1,  ARNT2,  DLG4,  LY6H,  AQP4
PMP2	 CNIH2,  AQP4,  MAG,  MOG,  SLC6A1,  FGF1,  MLC1,  CTNND2,  BCAN,  ERMN,  GPM6B,  TTYH1,  HCN2,  TUBB2B,  AGXT2L1,  HAPLN2,  OLIG1
COL4A2	 CLIC4,  MFAP4,  ILK,  CD151,  ITGB1,  MCAM,  TGFBR2,  TNS1,  VCL,  TENC1,  RRAS,  PDLIM7,  ID3,  TGFB1I1,  COL4A1,  LIMS2,  KANK2,  ACTN1,  FSTL1,  EHD2,  TLN1,  CAV1,  AOC3
PEX14	 CLASP1,  CHMP6,  CDK5RAP1,  ANKRD11,  NUBP2,  MRPL21,  RRP7A,  RNF20,  L3MBTL2,  TFCP2,  MAPKSP1,  C9orf69,  FOXK2,  MAST1,  CCDC94,  BRD9,  SLU7
APC	 CHST10,  ANKRD46,  USP46,  STAU2,  ATL1,  GBP3,  AGAP1,  TRIM23,  ATP6V0A1,  SUGT1,  CAMTA1,  BAG4,  SYNJ1,  STK32C,  IQSEC2,  PPP1R3F,  MYO5A
ORC1	 CENPF,  RAD51AP1,  CDC25A,  CENPA,  GINS1,  RAD51,  APOBEC3H,  CENPE,  HELLS,  SPC25,  KIF4A,  CHEK1,  EME1,  DEPDC1B,  KIF18B,  PLK4,  SPC24,  KIF15,  ORC1L,  CDC6,  KIF20A
HEXA	 CELF6,  ATXN2,  WDR19,  TSC1,  ZNF187,  CLCN6,  NEURL4,  DROSHA,  TP53BP1,  ATF2,  RAB2B,  ZNF76,  BRUNOL6,  RNASEN
CRYM	 CELF5,  BRUNOL5,  SCRT1,  SNAP91,  NMNAT2,  KCNJ4,  DAP3,  HRH3,  DLGAP3,  GABRA1,  CASKIN1,  SLC12A5,  IQSEC3,  SEZ6,  CA10,  ATP2B2,  SCN2A,  SCN2B,  RPH3A,  ADAM11,  TRIM9,  SYNPR,  PRKCG,  ACTL6B,  KCNJ9,  RBFOX1
NEURL1	 CELF5,  BRUNOL5,  BRSK2,  SNAP91,  BAI1,  GRIA1,  CTNNA2,  VSTM2B,  KCNQ2,  SVOP,  NEURL,  BRUNOL4,  DAP3,  DLGAP3,  AP3B2,  CASKIN1,  RHBDL1,  IQSEC3,  RIMS4,  UNC13A,  DBC1,  CELF4,  SCN2B,  JPH3,  LMTK3,  TRIM9,  GRIA2,  ACTL6B
H3F3B	 CDK12,  CNOT2,  AQR,  ZNF791,  XRN1,  XRCC3,  GAPVD1,  MAP3K2,  IRAK4,  DBR1,  CNOT6L,  PTAR1,  DNAJC17,  EIF4A2,  ZCCHC8,  H3F3A,  GIT2,  RASA2,  TAF2
CNTNAP3B	 CCR10,  ZNF813,  TBC1D3,  ZNF223,  CNTNAP3,  ZNF395,  ZBTB8A,  CCBP2,  PABPC4L,  RALY,  TBC1D3F,  OXGR1,  PKD1L2,  MS4A2,  SEMA3E,  ARL17A,  MTMR8,  VGLL4
FOXD2	 CCR10,  VPS35,  ASMT,  ZNF662,  ZNF223,  MOB4,  PROX2,  AGAP9,  CLDN20,  CCBP2,  PDE6C,  TAS2R10,  GAL3ST2,  TAS2R31,  GRIN3B,  LRRC69,  HDX
NFRKB	 CCNT2,  EP400,  ARID1B,  NFAT5,  SETDB1,  CDK13,  CDKN2AIP,  SETD1A,  YTHDC2,  ZNF335,  WHSC2,  WDR33
MOBP	 CARNS1,  MAG,  MOG,  FGF1,  ERMN,  OPALIN,  NKX6-2,  SPOCK3,  KCNJ10,  CNTN2,  KLK6,  HAPLN2,  OLIG1
POU3F3	 CACNG6,  OLIG2,  CACNG8,  GRM3,  ACBD7,  CDH20,  PRG2,  ACSBG1,  KCNIP1,  DPF1,  SNX32,  ANKS1B,  DBC1,  ZDHHC22,  PRR18,  GABRG1,  SLC24A2,  TNR,  CADM2,  DLG2
NOS2	 CACNA1F,  SLC10A5,  BCMO1,  BTBD8,  LRIT3,  KCNS2,  PDE6C,  VSTM5,  MED12L,  SPRED3,  ZNF248,  CATSPER2,  FOXD4
BVES	 CACNA1C,  PPP2R3A,  ANO5,  POP1,  EPM2A,  PDE4D,  AARSD1,  FBXO30,  GJC1,  SGCD,  SYNC,  ADAMTSL3,  PPP1R12B,  PRKAA2
DHFR	 C8orf38,  EIF4E,  LRRC28,  SLC25A51,  XRCC4,  DCLRE1A,  MTERF,  ZNF92,  CCDC75,  COLQ,  BOP1,  CEP97,  RFFL,  RBM15,  SUV39H1
ALOX15	 C2orf66,  PLUNC,  ALK,  POU4F1,  HIST1H3H,  CDKL4,  OR7C1,  CORO7,  ZSCAN5B,  GNAT2,  HIST1H3A,  PDE6A,  OR7D2,  RGPD1,  HIST1H3G,  KRT40,  HIST1H3D,  HIST1H3J,  HIST1H3E,  GUCY2D,  BPIFA1,  CRYBA4,  RGPD2,  MYO1H,  HIST1H3F,  HIST1H3B,  OTOG,  HIST1H3I,  ZNF99,  GJB7,  HIST1H3C,  NXF2,  DMRTA2,  LMX1A,  GABRG3,  TAF1L
PARK7	 C14orf166,  ADD1,  EIF3I,  HINT1,  YWHAQ,  TRAPPC1,  CDC37,  AP2M1,  GHITM,  COX7C,  PSMC5,  MTCH1,  ATP6V1E1,  FLOT1,  RAB7A,  GNB1,  PSMB6,  SRP14,  TMEM66,  SOD1,  RAB1A,  ARL2,  HMGN3,  EWSR1,  CANX,  SPCS1,  NDUFB11,  SNX3,  CUTA,  CHMP4B,  PSAP,  EID1
MVK	 C10orf57,  PGAP2,  STYXL1,  TEX264,  CDK7,  ZMYND19,  PNPO,  SGPL1,  MED19,  APTX,  UCHL3
USP30	 BRWD1,  TADA1,  APPBP2,  MTM1,  MDN1,  TNKS,  TERF2,  CBR4,  ZNF576,  TUBGCP5,  ZNF326,  ZNF131,  TMCC1,  RBBP5,  EIF2C1,  KIAA0195,  FAM179B,  PHF14,  FRA10AC1,  MAPK8
